6564.7229,Ba-alpha 6563
4862.7629,Ba-beta 4861
4364.2938,[O III] 4363
4960.3702,[O III] 4959
5008.3137,[O III] 5007
3727.118,[O II] 3726
3730.1188,[O II] 3729
6313.9018,[S III] 6312
9071.2464,[S III] 9069
9533.3784,[S III] 9532
